country,City,ClinicName,Latitude,Longitude,Address,Phone Number,Website,name,url
italy,Osio Sotto,Centro di PMA Istituti Ospedalieri Bergamaschi - Policlinico San Marco,45.6040971,9.591104,"Policlinico San Marco, Corso Europa, 7, 24046 Osio Sotto BG, Italy",348 377 2896,http://eeiasrl.com/,EEIA PMA - Centro Procreazione Medicalmente Assistita,https://maps.google.com/?cid=5967560112277787207
italy,Ponte San Pietro,Centro PMA - Policlinico San Pietro,45.6981874,9.5753808,"Via Carlo Forlanini, 15, 24036 Ponte San Pietro BG, Italy",035 604111,https://www.grupposandonato.it/strutture/policlinico-san-pietro,Policlinico San Pietro,https://maps.google.com/?cid=1218788236015769482
italy,Biella,Centro di PMA - Struttura Complessa di Ostetricia e Ginecologia - Ospedale degli Infermi - ASL 12,,,,,,,
italy,Pieve di Cadore,"Ospedale ""Giovanni Paolo II"" Pieve di Cadore",46.4315758,12.376117,"Via Cogonie, 30, 32044 Pieve di Cadore BL, Italy",0435 3411,https://www.aulss1.veneto.it/sezione/ospedale-di-pieve-di-cadore/,"The Hospital ""Giovanni Paolo II""",https://maps.google.com/?cid=8111704774758568581
italy,Montesarchio,Centro Gamma s.r.l,41.0642911,14.6371709,"Via San Rocco, 20, 82016 Montesarchio BN, Italy",0824 831131,https://www.centrogammamontesarchio.it/,PMA Centro Gamma srl,https://maps.google.com/?cid=11137606987263849548
italy,Benevento,"Fisiopatologia Riproduzione Umana e Diagnosi Prenatale Integrata -P.O. ""G. Rummo"" - A.O. ""San Pio""",,,,,,,
italy,Benevento,Humanafertilitas,41.1304357,14.7991714,"V.le Mario Rotili, 70, 82100 Benevento BN, Italy",351 644 0422,http://www.humanafertilitas.it/,HUMANA Presidio Sanitario - Humanafertilitas - Humanavista,https://maps.google.com/?cid=14185626806606754660
italy,Bologna,Poliambulatorio Privato Day Surgery Next Fertility GynePro,44.4862793,11.3466012,"Viale XII Giugno, 20, 40124 Bologna BO, Italy",051 442094,https://nextfertilitygynepro.it/,Next Fertility GynePro,https://maps.google.com/?cid=16908558905064395324
italy,Bologna,SISMER - Società Italiana Studi di Medicina della Riproduzione,,,,,,,
italy,Bologna,"Str. Sempl. Dipt. di Infertilità e PMA - Centro di riferimento regionale per la preservazione della fertilità nei pazienti oncologici - Dipt. Attività Integrata del Bambino, della Donna e delle Malattie Urologiche - AOU Policlinico S. Orsola Malpighi",,,,,,,
italy,Bologna,Tecnobios Procreazione s.r.l.,44.4872246,11.3587432,"Via Dante, 15, 40125 Bologna BO, Italy",051 286 7511,https://www.tecnobiosprocreazione.it/,Tecnobios Procreazione srl,https://maps.google.com/?cid=15098567160035997412
italy,Brindisi,Casa di Cura SALUS s.r.l.,40.6286999,17.9241193,"Via Appia, 348, 72100 Brindisi BR, Italy",0831 581505,https://www.casadicurasalus.it/,Casa di Cura Salus - Brindisi,https://maps.google.com/?cid=7954733822708542902
italy,Carovigno,Centro PMA I Livello - Dott. Giuseppe Lanzilotti,40.7104824,17.658764,"Viale Foggia, 1, 72012 Carovigno BR, Italy",338 989 0494,https://www.facebook.com/Centrodipma.drlanzilotti/,Centro di PMA Dr. Giuseppe Lanzilotti specialista in ginecologia e ostetricia,https://maps.google.com/?cid=16960340540867348679
italy,Brindisi,Progenia S.r.l.,40.5876992,17.8517506,"Via Cittadella della ricerca, 72100 Brindisi BR, Italy",0831 508553,https://www.progeniacmrl.it/,Progenia CMRL,https://maps.google.com/?cid=4754777721128182828
italy,Brescia,Atheneum s.r.l.,45.5278446,10.2572957,"Borgo Pietro Wuhrer, 25123 Brescia BS, Italy",030 360249,https://www.atheneumsrl.it/,Atheneum S.R.L.,https://maps.google.com/?cid=15418701997847474575
italy,Brescia,"Centro di Fecondazione Medicalmente Assistita - U.O. Ostetricia e Ginecologia - Casa di Cura ""Istituto Clinico Città di Brescia""",45.5538284,10.2271569,"Via Bartolomeo Gualla, 15, 25128 Brescia BS, Italy",030 37101,https://www.grupposandonato.it/strutture/istituto-clinico-citta-di-brescia,Istituto Clinico Città Di Brescia,https://maps.google.com/?cid=13736193159966190290
italy,Montichiari,"Centro di Procreazione Assistita - U. O. Ostetricia e Ginecologia - A.O. ""Spedali Civili"" di Brescia - P.O. di Montichiari",,,,,,,
italy,Brescia,Centro Sanitario S. Giovanni srl,45.5247587,10.2236636,"Via Cremona, 139, 25124 Brescia BS, Italy",030 242 7331,http://www.centrosangiovanni.it/,Centro Sanitario S.Giovanni Srl,https://maps.google.com/?cid=8486446376750025856
italy,Manerbio,Dipartimento di PMA - U.O. Ostetricia e Ginecologia - A.O. di Desenzano del Garda - P.O. di Manerbio,45.3566425,10.1459091,"Lungomella Valsecchi, 2, 25025 Manerbio BS, Italy",030 99291,http://www.asst-garda.it/ospedali/manerbio/,Manerbio Hospital,https://maps.google.com/?cid=5494949606972360106
italy,Esine,Studio e cura della sterilità della coppia - P.O. Vallecamonica - ASL Vallecamonica Sebino,,,,,,,
italy,Brescia,Studio Medico Ginecologico Dott. Luca Fallo,45.5247997,10.2140702,"CAP Tower, Via Aldo Moro, 13, 25124 Brescia BS, Italy",030 245 2138,,Fallo Luca,https://maps.google.com/?cid=14185814672933868742
italy,Bisceglie,MOMO' FertiLIFE,41.2387576,16.5156898,"Str. Cala dell'Arciprete, 2C, 76011 Bisceglie BT, Italy",080 396 2313,http://www.momofertilife.com/,MOMO' fertiLIFE srl,https://maps.google.com/?cid=16892113739943555801
italy,Barletta,PRO ANDROS s.r.l.,41.3195403,16.2841769,"Via Cavour, 22, 76121 Barletta BT, Italy",339 837 3637,http://www.proandros.it/,Pro. Andros,https://maps.google.com/?cid=396959116505934812
italy,Brunico,Centro di medicina della riproduzione umana e crioconservazione gameti - Ospedale di Brunico,,,,,,,
italy,Bressanone,Centro Sterilità - Reparto Ginecologia Ostetricia - Ospedale di Bressanone,46.7243139,11.6478513,"Via Dante, 51, 39042 Bressanone BZ, Italy",0472 812111,http://www.sabes.it/,Ospedale di Bressanone,https://maps.google.com/?cid=1146159481876670626
italy,Bolzano,Donna Salus,46.4932275,11.3616144,"Via del Macello, 30c, 39100 Bolzano BZ, Italy",0471 324034,https://www.donnasalus.it/,Donnasalus,https://maps.google.com/?cid=10045920041311139044
italy,Merano,EuBios - Centri Fivet Prof. Zech,46.6709922,11.1611233,"Via Fossato Molini, 9, 39012 Merano BZ, Italy",0473 270470,https://nextfertilityeubios.it/,Next Fertility Eubios,https://maps.google.com/?cid=3255312795506815503
italy,Merano,Reparto Ginecologia - Ostetricia - Ospedale di Merano,46.6772295,11.1513688,"Via Giacomo Rossini, 5, 39012 Merano BZ, Italy",0473 263333,https://www.asdaa.it/it/home,Ospedale di Merano,https://maps.google.com/?cid=10833030439182142381
italy,Monserrato,"Centro Integrato di Procreazione Medicalmente Assistita (PMA) e Diagnostica Ostetrico-Ginecologica, Blocco Q, Azienda Ospedaliera Universitaria - Policlinico Dullio Casula",,,,,,,
italy,Cagliari,Generalife Cagliari s.r.l.,39.2481381,9.1150307,"Via Edward Jenner, 21, 09121 Cagliari CA, Italy",800 816 969,https://www.generapma.it/cliniche/genera-cagliari/,Genera Cagliari,https://maps.google.com/?cid=5581347867573782094
italy,Cagliari,Servizio Ostetricia e Ginecologia - Diagnosi Prenatale e Preimpianto - Ospedale Regionale Microcitemico di Cagliari,,,,,,,
italy,Campobasso,Eco Center,41.5522417,14.6588291,"Via Conte Rosso, 10, 86100 Campobasso CB, Italy",347 916 0938,,ECOCENTER,https://maps.google.com/?cid=4238846202221566679
italy,Caserta,CARAN s.r.l. - Medicina e Biologia della Riproduzione,41.0824515,14.3314724,"Via Gennaro Tescione, 24, 81100 Caserta CE, Italy",0823 361430,https://www.caran.eu/,Centro Caran,https://maps.google.com/?cid=8439922610944738257
italy,Aversa,Centro Medico Iovino della Puca,40.9770583,14.2125555,"Via Grazia Deledda, 49, 81031 Aversa CE, Italy",081 503 2366,http://www.centromedicoiovinodellapuca.it/,Centro medico Iovino Della Puca,https://maps.google.com/?cid=7271055001754689496
italy,Caserta,Genesis Day Surgery & Scientific Research s.c.a.r.l.,41.0857044,14.3383589,"Via Giuseppe de Falco, 24, 81100 Caserta CE, Italy",0823 325388,http://www.iatropolis.it/,Genesis Day Surgery Caserta,https://maps.google.com/?cid=3496455198065785583
italy,Maddaloni,IATREION s.r.l. - Medicina Polispecialistica,41.0346239,14.4000161,"Via Forche Caudine, 92, 81024 Maddaloni CE, Italy",0823 406633,http://www.iatreion.it/,Clinica Iatreion,https://maps.google.com/?cid=1316710962953338092
italy,Marcianise,UOSD di Fisiopatologia della Riproduzione-P.O. di Marcianise- ASL Caserta,41.0351371,14.2922523,"Piazza Carita, 15, 81025 Marcianise CE, Italy",0823 518470,,Asl marcianise,https://maps.google.com/?cid=3428439934233583217
italy,Chieti,Casa di Cura Spatocco - Centro I.E.M.A. - Istituto Europeo Medicina della Riproduzione Abruzzese,42.3444539,14.1671957,"Via della Liberazione, 65, 66100 Chieti CH, Italy",338 820 6230,https://iemafecondazione.it/,I.E.M.A. Istituto Europeo Medicina della Riproduzione Abruzzese,https://maps.google.com/?cid=12198972348013803325
italy,Ortona,"Centro di Procreazione Medicalmente Assistita - ASL n° 2 Università degli studi ""G. d.Annunzio"" Chieti Pescara - Ospedale Civile ""G. Bernabeo"" di Ortona",42.3499317,14.3891088,"Contrada S. Liberata, 66026 Ortona CH, Italy",085 9171,,Ospedale Gaetano Bernabeo,https://maps.google.com/?cid=3245625555989845741
italy,Vasto,U.O. Medicina della Riproduzione - Ostetricia e Ginecologia - P.O. di Vasto,42.1182804,14.7101902,"Via S. Camillo de Lellis, 66054 Vasto CH, Italy",0873 3081,http://www.info.asl2abruzzo.it/ospedalevasto/,"Ospedale ""San Pio da Pietrelcina""",https://maps.google.com/?cid=2243319746061476626
italy,Racconigi,Centro Medico Racconigese s.a.s.,44.7612651,7.676768,"Via Caduti e Dispersi in Russia, 12, 12035 Racconigi CN, Italy",0172 84645,https://www.centromedicoracconigese.com/,Centro Medico Racconigese,https://maps.google.com/?cid=1017576679245856993
italy,Bra,"Centro PMA - Casa di Cura ""Città di Bra""",44.6962828,7.8587049,"Strada Montenero, 1, 12042 Bra CN, Italy",338 462 2384,http://abraonline.it/,A.B.R.A. s.s. Centro PMA Casa di Cura città di Bra,https://maps.google.com/?cid=10602108716546744395
italy,Fossano,S.S. Fisiopatologia della Riproduzione Umana,44.5519817,7.7214572,"Via S. Giuseppe, 4, 12045 Fossano CN, Italy",0172 370470,https://www.umana.it/?utm_source=gmb&utm_medium=umana&utm_campaign=gmb,Umana S.p.A. | Agenzia per il Lavoro,https://maps.google.com/?cid=12000408770005183969
italy,Cantù,Centro di Fisiopatologia della Riproduzione del P.O. di Cantù - ASST LARIANA,45.7394444,9.14,"Via Domea, 4, 22063 Cantù CO, Italy",031 799111,https://www.asst-lariana.it/v2/whereis/?pr=22&display=0,Ospedale Sant'Antonio Abate di Cantù,https://maps.google.com/?cid=6192216272915477644
italy,Appiano Gentile,LE BETULLE Casa di Cura s.r.l. - Unità di Procreazione Medico Assistita,45.7290329,8.9963517,"Viale Italia, 36, 22070 Appiano Gentile CO, Italy",031 973311,https://www.casadicuralebetulle.it/,LE BETULLE - Casa di Cura Privata,https://maps.google.com/?cid=8428115853420684620
italy,Cremona,Ambulatorio di Fisiopatologia della Riproduzione,45.1377547,10.0414345,"Via Mantova, 127, 26100 Cremona CR, Italy",0372 198 2451,http://www.poliambulatoriodallarosaprati-cremona.it/,Poliambulatorio Dalla Rosa Prati Cremona,https://maps.google.com/?cid=12515587357415237403
italy,Castrovillari,C.B.R. Centro di Biologia della Riproduzione,39.8131052,16.2012187,"Corso Giuseppe Garibaldi, 64, 87012 Castrovillari CS, Italy",0981 26694,,C.B.R. Centro di Biologia della Riproduzione,https://maps.google.com/?cid=1520586718803809662
italy,Cosenza,GENESIS,39.2953309,16.2547168,"Via Piave, 36, 87100 Cosenza CS, Italy",392 990 0246,http://www.genesismobile.it/,Genesis Mobile Calabria,https://maps.google.com/?cid=3612824820958147526
italy,Rende,LIFE LAB - Studio Medico Polispecialistico di Riproduzione e Medicalmente Assistita e Andrologia,39.34185,16.245662,"Palazzo ""PANTACO, Via Giuseppe Verdi, 62, 87036 Rende CS, Italy",0984 180 0860,,Studio Medico Polispecialistico,https://maps.google.com/?cid=5517448526686020759
italy,Cosenza,U.O.S. di Andrologia e Fisiopatologia della Riproduzione - P.O. Ospedale Annunziata di Cosenza,,,,,,,
italy,Catania,"A.O. ""Cannizzaro"" - Centro di PMA",37.5419219,15.11928,"Via Messina, 829, 95126 Catania CT, Italy",095 726 1111,http://www.ospedale-cannizzaro.it/,A.O. Cannizzaro,https://maps.google.com/?cid=15981843118144763990
italy,Catania,Casa di Cura Falcidia srl,37.5284445,15.0869926,"Viale Odorico da Pordenone, 32/34, 95126 Catania CT, Italy",095 580448,https://www.falcidia.it/,Casa di Cura Prof. E. Falcidia,https://maps.google.com/?cid=14626440479090902699
italy,Catania,Centro di Ginecologia e Medicina della Riproduzione GmR srl,37.5288009,15.0950176,"Viale Marco Polo, 11, 95126 Catania CT, Italy",095 336649,http://www.centrogmr.it/,Ginecologia e Medicina della Riproduzione,https://maps.google.com/?cid=15124745742156886034
italy,Catania,Centro di Medicina della Riproduzione e Infertilità (C.M.R.I.) s.r.l.,37.5199644,15.0589773,"Via Fondo Cosentino, 6, 95123 Catania CT, Italy",095 714 2620,http://www.drcarlotorrisi.it/,Centro di Medicina della Riproduzione e Infertilità,https://maps.google.com/?cid=11694425078862866185
italy,Sant'Agata li Battiati,Centro di Procreazione Medicalmente Assistita U.M.R.,37.5464164,15.084129,"Via Leucatia Croce, 95030 Sant'Agata li Battiati CT, Italy",095 419 9997,http://www.umrcatania.it/,U.M.R.,https://maps.google.com/?cid=2568250894502927550
italy,Catania,CRA Centro Riproduzione Assistita s.r.l.,37.5270843,15.088849,"Viale Odorico da Pordenone, 5, 95128 Catania CT, Italy",095 436595,,Cra Center Assisted Reproduction,https://maps.google.com/?cid=1870043566732858361
italy,Lamezia Terme,C.I.S. Medicina della Riproduzione,38.9579432,16.3288602,"Via degli Oleandri, n° 1, 88046 Lamezia Terme CZ, Italy",0968 432530,,Cis Clinical Institute of Sterility,https://maps.google.com/?cid=5611630432897990068
italy,Montauro,"Centro di Medicina della Riproduzione ""Diagnostica Nausicaa s.r.l.""",38.745587,16.5457772,"Via Costa degli Aranci, snc, 88060 Montauro CZ, Italy",0967 577613,http://www.centrosterilitanausicaa.it/,Centro di Medicina della Riproduzione Nausicaa,https://maps.google.com/?cid=2819369661416376546
italy,Tiriolo,Centro di Procreazione Medicalmente Assistita di I livello del Dr. Roberto Noia,38.8850479,16.5977478,"Viale Lucrezia della Valle, 19, 88100 Catanzaro CZ, Italy",,https://www.miodottore.it/strutture/centro-di-pma-urogyn-biotech-centro-di-riproduzione-assistita-infertilita-e-nutrizione/?utm_source=google&utm_medium=gmb&utm_campaign=34156,"Centro di PMA UroGyn BioTech (Centro di Riproduzione assistita, infertilità e nutrizione)",https://maps.google.com/?cid=3438169123443970570
italy,Catanzaro,Servizio di Procreazione Medicalmente Assistita dell' A.O. Pugliese-Ciaccio,,,,,,,
italy,Forlì,Ospedale Morgagni - Pierantoni di Forlì - Servizio di Fisiopatologia della Riproduzione Umana,44.2065048,12.0197209,"Via Carlo Forlanini, 34, 47121 Forlì FC, Italy",0543 731111,https://www.auslromagna.it/luoghi/ospedali/ospedale-morgagni-pierantoni-forli,"Ospedale ""Morgagni - Pierantoni"" di Forlì",https://maps.google.com/?cid=1987731157954286094
italy,Lagosanto,Fisiopatologia della riproduzione umana - Ospedale del Delta,44.7756816,12.1219808,"Via Valle Oppio, 2, 44023 Lagosanto FE, Italy",0533 723111,https://www.ausl.fe.it/amministrazione/ospedali/ospedale-del-delta,Ospedale del Delta,https://maps.google.com/?cid=10920617318750995784
italy,Foggia,"Struttura Semplice Dipartimentale di Fisiopatologia della Riproduzione e Procreazione Medica Assistita c/o Azienda Ospedaliera Universitaria ""Ospedali Riuniti"" di Foggia",,,,,,,
italy,Firenze,Centro Italiano Fertilità e Sessualità s.r.l.,43.7796,11.2520885,"Via della Fortezza, 6, 50129 Firenze FI, Italy",055 470521,,Centro Italiano Fertilita' e Sessualita',https://maps.google.com/?cid=10846964693098391019
italy,Firenze,"Centro Procreazione Assistita ""Demetra""",43.8046484,11.2435766,"Via Giulio Caccini, 18, 50141 Firenze FI, Italy",055 488709,http://www.centrodemetra.com/,Centro Procreazione Assistita Demetra Srl,https://maps.google.com/?cid=18046240388102077127
italy,Firenze,Florence - Centro di Chirurgia Ambulatoriale ed Infertilità,43.7788702,11.2671487,"Viale Giacomo Matteotti, 4, 50132 Firenze FI, Italy",055 423 0620,https://centroflorence.it/,Centro Florence,https://maps.google.com/?cid=15898184283439118347
italy,Firenze,Futura Diagnostica Medica - Procreazione Medicalmente Assistita s.r.l.,43.7800491,11.2601045,"Via Camillo Cavour, 72/74, 50121 Firenze FI, Italy",055 239 8366,http://www.futuradiagnosticamedica.it/,Futura Diagnostica Medica,https://maps.google.com/?cid=17318524342698777390
italy,Empoli,Futura Diagnostica Medica PMA srl 3,43.7800491,11.2601045,"Via Camillo Cavour, 72/74, 50121 Firenze FI, Italy",055 239 8366,http://www.futuradiagnosticamedica.it/,Futura Diagnostica Medica,https://maps.google.com/?cid=17318524342698777390
italy,Firenze,SOD di Procreazione Medicalmente Assistita - Università degli Studi di Firenze - A.O. Careggi,,,,,,,
italy,Frosinone,Centro Medico Life Srl,41.6435412,13.3043624,"Via Armando Fabi, località Aeroporto, 238, 03100 Frosinone FR, Italy",0775 855062,http://www.centromedicolife.it/,Centro Medico Life Srl,https://maps.google.com/?cid=12684877736771570331
italy,Cassino,Centro PMA del Cassinate,41.4951774,13.8300078,"Piazza S. Scolastica, 1, 03043 Cassino FR, Italy",0776 24333,,Laboratorio Chimico Del Cassinate,https://maps.google.com/?cid=16360136089091288071
italy,Sora,Centro S.T.S. s.r.l. - Ambulatorio Fisiopatologia della Riproduzione - Ginecologia ed Endocrinologia,41.7144348,13.6110252,"Via Giuseppe Ferri, 14, 03039 Sora FR, Italy",0776 824368,http://www.centrosts.com/,Centro S.T.S.,https://maps.google.com/?cid=10163119768084955849
italy,Lavagna,"Centro Ambulatoriale di Procreazione Medicalmente Assistita - Divisione Ostetricia e Ginecologia - Ospedale ""Riboli"" di Lavagna - ASL 4 ""Chiavarese""",,,,,,,
italy,Genova,Medicina della Riproduzione - Ospedale Evangelico Internazionale,44.4135077,8.942985,"Corso Solferino, 1, 16122 Genova GE, Italy",010 55221,http://www.ospedale-evangelico.it/,Ospedale Evangelico Internazionale,https://maps.google.com/?cid=1459625254151044173
italy,Genova,Tecnobios Procreazione srl,44.3996659,8.9492902,"C.so Torino, 87/C/R, 16129 Genova GE, Italy",010 591184,,9.Baby Dr.ssa Luiza Abbamonte Ginecologa,https://maps.google.com/?cid=18164716833910633765
italy,Genova,UOS Fisiopatologia della Riproduzione Umana IRCCS Policlinico Ospedale San Martino Genova,,,,,,,
italy,Grosseto,Medicina della Riproduzione A.USL9 - Grosseto,,,,,,,
italy,Venafro,Centro PMA NASCERE,41.4795076,14.0482687,"Via Giotto di Bondone, 37, 86079 Venafro IS, Italy",0865 904737,http://www.centropmanascere.it/,NASCERE CENTRO PMA - Centro Fecondazione Assistita,https://maps.google.com/?cid=5050515016829755312
italy,Crotone,Laboratorio Volante srl,39.082238,17.121505,"Via Mario Nicoletta, 166/168, 88900 Crotone KR, Italy",0962 29975,http://www.laboratoriovolante.it/,Laboratory Analysis Volante S.r.l,https://maps.google.com/?cid=14292787552758867343
italy,Barzanò,CAB Polidiagnostico - Ambulatorio di Medicina della Riproduzione,45.7372969,9.3154965,"Via dei Mille, 14, 23891 Barzanò LC, Italy",039 921 0202,http://www.cabservizi.it/,Cab Servizi - Medicina del Lavoro,https://maps.google.com/?cid=14071751350029555087
italy,Lecce,"Casa di Cura ""Prof. Petrucciani"" - Centro di Procreazione Medicalmente Assistita",40.3556374,18.1968172,"Viale Aldo Moro, 28, 73100 Lecce LE, Italy",0832 448333,https://www.casadicurapetrucciani.com/?utm_source=googlemybusiness&utm_medium=organic,Casa di Cura Prof.Petrucciani,https://maps.google.com/?cid=1507131744796726718
italy,Muro Leccese,PRODIA,40.0964828,18.3380581,"Via degli Emigranti, 51, 73036 Muro Leccese LE, Italy",0836 192 5390,https://pro-dia.it/,Prodìa Procreazione e diagnostica,https://maps.google.com/?cid=3956667214828088699
italy,Nardò,TECNOMED - Centro Medico Biologico,40.180012,18.0340074,"Via XX Settembre, 14, 73048 Nardò LE, Italy",0833 567547,http://www.centrotecnomed.it/,TECNOMED Medical Center Organic,https://maps.google.com/?cid=16930653169360785916
italy,Lecce,"U.O.S.D. Fisiopatologia della Riproduzione e Centro PMA - P.O. ""V. Fazzi""",40.3521734,18.1732761,"Via Vito Fazzi, 73100 Lecce LE, Italy",,,Via Vito Fazzi,"https://maps.google.com/?q=Via+Vito+Fazzi,+73100+Lecce+LE,+Italy&ftid=0x13442ee3e9d4ac85:0x92be90036177b977"
italy,Livorno,CRPO - Medicina della Riproduzione,43.5638331,10.3452424,"Via Giovanni March, 20, 57121 Livorno LI, Italy",0586 444034,http://www.crpo.eu/,CRPO - Centro Ricerca e Prevenzione - Centro Medico polispecialistico,https://maps.google.com/?cid=10101860106917351624
italy,Terracina,Centro Diagnostico Medico Anxur s.r.l.,41.2881858,13.2508157,"Via Lungolinea Pio VI, 107, 04019 Terracina LT, Italy",0773 724025,http://www.cdmanxur.it/,Medical Diagnostic Center Anxur,https://maps.google.com/?cid=11969638690109986564
italy,Latina,Laboratorio Diagnostica Medica Srl,41.4460918,12.8788227,"Largo F. Cavalli, 4, 04100 Latina LT, Italy",0773 624958,,Laboratorio Diagnostica Medica S.R.L.,https://maps.google.com/?cid=16414810538721693337
italy,Latina,Ospedale Santa Maria Goretti - Dipartimento Materno lnfantile - UOC Ostetricla e Ginecologla DEA ll - UOS Fisiopatologia della Riproduzione (PMA),,,,,,,
italy,Viareggio,"Centro di Riproduzione Assistita ""Ettore Barale"" - U.O.S. Centro Procreazione Medicalmente Assistita - Ospedale Versilia - Azienda USL Toscana NordOvest",,,,,,,
italy,Barga,U.O. Ostetricia e Ginecologia - Ospedale S. Francesco di Barga - USL 2,44.0705038,10.4801477,"Via dei Frati, 32, 55051 Barga LU, Italy",0583 7290,https://www.uslnordovest.toscana.it/ospedali/barga-ospedale-san-francesco,Ospedale San Francesco,https://maps.google.com/?cid=16407046394456139834
